Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
108,JD Davison,PG,20,BOS,6,0,2.3,0.3,1.3,0.25,0,0.5,0,0.3,0.8,0.4,0.25,0,0,,0,0.3,0.3,0.2,0.2,0,0.2,0,0.7
109,Darius Days,PF,23,HOU,4,0,6.3,1.3,3,0.417,0.8,2.5,0.3,0.5,0.5,1,0.542,0.5,0.5,1,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8
110,Dewayne Dedmon,C,33,MIA,30,0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,0.539,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2,5.7
111,Matthew Dellavedova,PG,32,SAC,25,0,5.9,0.5,1.3,0.364,0.2,0.6,0.375,0.2,0.7,0.353,0.455,0.1,0.2,0.6,0,0.3,0.4,1.3,0.2,0,0.3,0.6,1.3
112,DeMar DeRozan,SF,33,CHI,55,55,36.1,9.1,17.9,0.51,0.5,1.6,0.307,8.7,16.3,0.529,0.523,6.5,7.4,0.881,0.4,4.2,4.6,5.1,1,0.5,2.2,2.7,25.3
113,Moussa Diabaté,PF,21,LAC,18,1,9.6,1.2,2.2,0.525,0.1,0.1,0.5,1.1,2.1,0.526,0.538,0.6,0.9,0.625,1.6,0.9,2.5,0.2,0.3,0.3,0.5,0.7,2.9
114,Mamadi Diakite,PF,26,CLE,16,2,6.1,0.7,1.6,0.423,0.3,0.9,0.267,0.4,0.7,0.636,0.5,0,0,,0.2,0.6,0.8,0.1,0.1,0.4,0.4,0.8,1.6
115,Hamidou Diallo,SG,24,DET,52,0,16.9,3.6,6.2,0.577,0.1,0.3,0.278,3.5,5.9,0.595,0.585,1.5,2.5,0.595,1,2.4,3.4,0.9,0.9,0.3,1.2,2.2,8.8
116,Gorgui Dieng,C,33,SAS,21,1,9.6,1.1,3,0.387,0.6,2,0.279,0.6,0.9,0.632,0.484,0.2,0.3,0.833,0.9,1.8,2.6,1.4,0.1,0.3,0.8,1.4,3.1
117,Ousmane Dieng,SF,19,OKC,19,0,14.9,1.7,4.1,0.416,0.7,2.4,0.289,1,1.7,0.594,0.5,0.1,0.3,0.4,0.4,2.2,2.6,1.4,0.3,0.3,0.6,1.2,4.2
118,Spencer Dinwiddie,PG,29,TOT,59,59,34.1,5.8,13,0.448,2.5,6.4,0.394,3.3,6.6,0.5,0.544,3.3,4,0.828,0.3,2.8,3.2,5.3,0.8,0.3,1.7,2.4,17.5
118,Spencer Dinwiddie,PG,29,DAL,53,53,34.1,6,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7
118,Spencer Dinwiddie,PG,29,BRK,6,6,34,4.7,12.3,0.378,1.7,5.8,0.286,3,6.5,0.462,0.446,4.5,5.2,0.871,0.2,3.7,3.8,5.7,1,0,2,2.5,15.5
119,Donte DiVincenzo,SG,26,GSW,51,16,25.6,3.2,7.3,0.436,2.1,5.1,0.416,1.1,2.2,0.482,0.582,0.7,0.9,0.818,0.9,3.3,4.2,3.3,1.4,0.1,1.5,1.8,9.2
120,Luka Don?i?,PG,23,DAL,52,52,36.4,11.2,22.1,0.504,2.7,7.8,0.35,8.4,14.3,0.589,0.566,8,11,0.732,0.9,7.9,8.8,8.1,1.5,0.5,3.7,2.6,33.1
121,Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0.9,0,0,,0.3,0.3,0.7,0,0,0,0,0,3
122,Luguentz Dort,SG,23,OKC,53,52,30.2,4.8,11.8,0.406,1.9,5.4,0.349,2.9,6.5,0.453,0.485,2.6,3.5,0.76,1.5,2.9,4.4,2.2,1,0.3,1.3,3.2,14.1
123,Ayo Dosunmu,SG,23,CHI,59,49,28.3,3.8,7.7,0.494,0.8,2.6,0.318,3,5.1,0.583,0.547,0.9,1.1,0.806,0.7,2.4,3.1,2.8,0.7,0.3,1.4,2.5,9.3
124,Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0,1,0,0.15,0,0,,1,0.7,1.7,1.3,0.8,0,0.5,1.5,0.5
125,Jeff Dowtin,PG,25,TOR,18,0,8.8,1.1,2.4,0.442,0.2,0.6,0.273,0.9,1.8,0.5,0.477,0.2,0.2,0.75,0.3,0.6,0.9,0.9,0.2,0.1,0.3,0.6,2.4
126,PJ Dozier,SG,26,SAC,4,0,2.5,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.3,1,0.833,0,0,,0,0.5,0.5,0,0.8,0,0,0,1.3
127,Goran Dragi?,PG,36,CHI,51,0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4
128,Andre Drummond,C,29,CHI,48,0,13,2.7,4.4,0.624,0,0,0,2.7,4.3,0.63,0.624,1,1.9,0.522,2.2,4.5,6.7,0.6,0.7,0.3,1.1,1.9,6.5
129,Chris Duarte,SF,25,IND,38,10,19.1,2.6,7.2,0.364,1.1,3.8,0.301,1.5,3.4,0.434,0.443,1.5,1.8,0.836,0.4,2.1,2.4,1.4,0.5,0.2,0.9,1.5,7.8
130,David Duke Jr.,SG,23,BRK,16,0,8.8,1.3,3,0.438,0,0.4,0,1.3,2.6,0.5,0.438,0.3,0.5,0.5,0.4,0.6,0.9,0.8,0.4,0.1,0.8,1.6,2.9
131,Kris Dunn,PG,28,UTA,2,0,20,6,11.5,0.522,1,3.5,0.286,5,8,0.625,0.565,0,1,0,1.5,2.5,4,4.5,1.5,0.5,0.5,3,13
132,Kevin Durant,PF,34,BRK,39,39,36,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7
133,Jalen Duren,C,19,DET,52,27,25.1,3.6,5.6,0.645,0,0,0,3.6,5.6,0.647,0.645,1.3,2.2,0.611,3.3,5.4,8.7,1.1,0.6,0.9,1.2,2.7,8.5
134,Tari Eason,PF,21,HOU,60,3,19.6,3.4,7.6,0.442,0.7,2,0.347,2.7,5.7,0.475,0.487,1.3,1.7,0.75,2.3,3.4,5.6,1,1.1,0.6,1.1,2.2,8.7
135,Anthony Edwards,SG,21,MIN,63,63,36.3,9,19.5,0.46,2.7,7.3,0.363,6.3,12.2,0.518,0.528,4.2,5.4,0.776,0.6,5.3,5.9,4.5,1.7,0.7,3.4,2.5,24.7
136,Kessler Edwards,SF,22,TOT,16,1,5.8,0.4,1.8,0.214,0.1,0.9,0.143,0.3,0.9,0.286,0.25,0.1,0.1,0.5,0.4,0.6,1,0.3,0.2,0.1,0.3,0.2,0.9
136,Kessler Edwards,SF,22,BRK,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1,0.1,0.2,0.1,0.3,0.2,1.1
136,Kessler Edwards,SF,22,SAC,2,0,7,0,2,0,0,1,0,0,1,0,0,0,0,,0.5,0.5,1,1,0,0,0,0,0
137,Keon Ellis,SG,23,SAC,9,0,4,0.7,1.1,0.6,0.6,0.9,0.625,0.1,0.2,0.5,0.85,0.2,0.3,0.667,0.3,0.4,0.8,0.3,0.2,0.1,0.1,0.7,2.1
138,Joel Embiid,C,28,PHI,47,47,35.1,11,20.6,0.531,1.1,3.1,0.34,9.9,17.5,0.565,0.557,10.1,11.8,0.858,1.8,8.6,10.4,4.1,1.1,1.6,3.5,3.2,33.1
139,Drew Eubanks,C,25,POR,58,15,19.6,2.5,3.7,0.681,0.1,0.1,0.429,2.4,3.6,0.689,0.688,1,1.5,0.659,1.7,3.3,5,1.2,0.5,1.2,0.8,2.2,6
140,Bruno Fernando,C,24,TOT,33,4,11.2,1.5,2.9,0.521,0,0,0,1.5,2.9,0.526,0.521,0.9,1.3,0.682,1.5,2.3,3.8,0.9,0.2,0.9,0.7,2.1,3.9
140,Bruno Fernando,C,24,HOU,31,4,11.7,1.5,3,0.516,0,0,0,1.5,3,0.522,0.516,1,1.4,0.682,1.5,2.4,3.9,1,0.2,1,0.6,2.2,4.1
140,Bruno Fernando,C,24,ATL,2,0,3,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0.5,0.5,1,0.5,0,0,1,0.5,2
141,Dorian Finney-Smith,PF,29,TOT,46,46,31.8,3.1,7.7,0.408,1.8,5.3,0.342,1.3,2.4,0.555,0.525,0.7,1,0.733,1.7,3.3,5,1.5,0.9,0.4,0.9,2.1,8.8
141,Dorian Finney-Smith,PF,29,DAL,40,40,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1,0.75,1.7,3,4.7,1.5,1,0.5,0.9,2,9.1
141,Dorian Finney-Smith,PF,29,BRK,6,6,29.3,2.5,7.2,0.349,1,4.3,0.231,1.5,2.8,0.529,0.419,0.5,0.8,0.6,1.8,4.8,6.7,1.3,0.3,0,1,2.8,6.5
142,Malachi Flynn,PG,24,TOR,43,1,13.7,1.7,4.7,0.37,1,2.6,0.378,0.7,2.1,0.36,0.475,0.4,0.6,0.708,0.3,1.2,1.5,1.5,0.4,0.1,0.4,1.3,4.8
143,Simone Fontecchio,SF,27,UTA,33,0,9.9,1.3,3.6,0.35,0.8,2.5,0.305,0.5,1.2,0.447,0.454,0.5,0.7,0.773,0.5,0.6,1.1,0.5,0.2,0.2,0.5,1,3.8
144,Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6
145,Trent Forrest,PG,24,ATL,18,3,13.3,1.3,2.8,0.48,0,0.1,0,1.3,2.7,0.5,0.48,0.1,0.2,0.667,0.3,1.3,1.6,1.7,0.3,0.1,0.6,0.9,2.8
146,Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
147,Evan Fournier,SG,30,NYK,23,7,18,2.3,6.6,0.351,1.4,4.4,0.324,0.9,2.1,0.408,0.46,0.8,0.9,0.857,0.2,1.8,2,1.5,0.6,0.1,0.8,1.9,6.8
148,De'Aaron Fox,PG,25,SAC,55,55,34.1,9.4,18.3,0.515,1.6,4.8,0.331,7.9,13.5,0.581,0.559,4.9,6.3,0.786,0.5,3.8,4.3,6.3,1.1,0.3,2.7,2.5,25.4
149,Markelle Fultz,PG,24,ORL,40,40,29.2,5.4,10.9,0.497,0.4,1.3,0.308,5,9.6,0.522,0.515,1.9,2.4,0.784,1.3,2.8,4,5.5,1.5,0.4,2.4,2.1,13.2
150,Wenyen Gabriel,PF,25,LAL,47,2,15.2,2.6,4.2,0.617,0.2,0.6,0.3,2.4,3.5,0.675,0.64,0.8,1.3,0.623,1.6,2.2,3.8,0.5,0.3,0.5,0.7,2.2,6.1
151,Daniel Gafford,C,24,WAS,58,27,18.8,3.4,4.6,0.747,0,0,,3.4,4.6,0.747,0.747,1.6,2.4,0.641,2,3.4,5.3,0.9,0.4,1.3,1,2.3,8.4
152,Darius Garland,PG,23,CLE,54,54,35.1,7.5,16.1,0.468,2.6,6.1,0.421,5,10,0.496,0.547,4.3,4.9,0.868,0.4,2.2,2.6,7.9,1.3,0.1,2.9,2.1,21.9
153,Usman Garuba,PF,20,HOU,53,1,13.5,1.2,2.3,0.532,0.3,0.6,0.485,0.9,1.7,0.549,0.597,0.4,0.7,0.528,1.6,2.8,4.4,0.9,0.7,0.5,0.6,1.7,3.2
154,Luka Garza,C,24,MIN,23,0,9.1,2.3,4.4,0.529,0.6,1.6,0.361,1.8,2.9,0.621,0.593,1.7,2.1,0.792,1.3,1.2,2.4,0.6,0.1,0,0.4,1.5,6.9
155,Rudy Gay,PF,36,UTA,46,0,14.5,1.8,4.8,0.378,0.5,2.2,0.232,1.3,2.7,0.496,0.43,0.7,0.8,0.857,0.6,2.3,2.9,0.9,0.3,0.3,0.6,1.2,4.8
156,Paul George,SG,32,LAC,46,46,34.4,8.1,17.5,0.461,2.9,7.7,0.384,5.1,9.8,0.522,0.545,4.4,5,0.875,0.7,5.4,6.1,5.2,1.4,0.4,3.3,2.7,23.5
157,Taj Gibson,C,37,WAS,38,2,10,1.4,2.6,0.535,0.1,0.4,0.235,1.3,2.2,0.598,0.556,0.6,0.9,0.676,0.7,1.3,2,0.8,0.3,0.3,0.5,1.9,3.5
158,Josh Giddey,SG,20,OKC,55,55,30.9,7,14.5,0.484,0.9,2.9,0.309,6.1,11.5,0.528,0.515,1.3,1.7,0.769,2,5.8,7.7,5.8,0.8,0.5,3,2.1,16.2
159,Shai Gilgeous-Alexander,PG,24,OKC,54,54,35.5,10.2,20.2,0.507,0.9,2.6,0.338,9.4,17.6,0.532,0.528,9.6,10.6,0.908,0.9,3.9,4.7,5.7,1.6,1.1,2.9,2.7,31
160,Anthony Gill,PF,30,WAS,42,4,10,1.2,2,0.607,0.1,0.5,0.158,1.1,1.5,0.738,0.625,0.6,0.8,0.771,0.5,0.8,1.4,0.5,0.1,0.2,0.2,1.2,3.1
161,Rudy Gobert,C,30,MIN,51,51,30.5,5.1,7.6,0.679,0,0.1,0,5.1,7.5,0.684,0.679,3.1,4.6,0.671,3.2,8.4,11.6,0.9,0.8,1.3,1.7,2.9,13.4
162,Jordan Goodwin,PG,24,WAS,41,4,18.1,2.4,5.3,0.449,0.6,1.7,0.382,1.7,3.6,0.48,0.509,0.8,1.1,0.75,0.9,2.4,3.3,2.5,1,0.5,0.9,1.7,6.2
163,Aaron Gordon,PF,27,DEN,50,50,30.2,6.5,11.2,0.583,1,2.6,0.382,5.5,8.6,0.645,0.628,3,4.9,0.623,2.4,4.5,6.8,2.9,0.8,0.8,1.6,1.9,17.1
164,Eric Gordon,SG,34,TOT,51,47,29.6,4.3,9.8,0.434,1.8,5,0.35,2.5,4.8,0.523,0.524,2.3,2.8,0.821,0.3,1.8,2.1,2.9,0.6,0.4,1.7,1,12.6
164,Eric Gordon,SG,34,HOU,47,47,30.2,4.5,10.2,0.439,1.8,5.2,0.347,2.7,5,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1,13.1
164,Eric Gordon,SG,34,LAC,4,0,23.3,1.8,5.5,0.318,1.3,3,0.417,0.5,2.5,0.2,0.432,2.3,2.5,0.9,0.3,1.8,2,3.5,0.8,0.8,0.5,1.5,7
165,Devonte' Graham,PG,27,TOT,59,1,16.6,1.9,5.2,0.362,1.4,4.1,0.343,0.5,1.1,0.435,0.498,1,1.3,0.747,0.3,1.2,1.5,2.4,0.6,0.2,0.5,0.9,6.1
165,Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3
165,Devonte' Graham,PG,27,SAS,6,1,28.2,4.2,12.2,0.342,2.8,8.7,0.327,1.3,3.5,0.381,0.459,2.5,3.3,0.75,0.8,1.7,2.5,4.7,0.8,0.7,0.8,1.3,13.7
166,Jerami Grant,PF,28,POR,55,55,35.6,7.1,14.6,0.484,2.3,5.5,0.407,4.8,9,0.532,0.562,4.3,5.3,0.807,0.9,3.5,4.3,2.3,0.8,0.8,1.8,2.4,20.6
167,A.J. Green,SG,23,MIL,27,0,9.7,1.6,3.6,0.449,1.3,3,0.427,0.3,0.6,0.563,0.628,0.1,0.1,1,0.1,0.9,1.1,0.6,0.2,0,0.3,1,4.7
168,Danny Green,SG,35,TOT,6,0,11.8,1,3.2,0.316,1,2.5,0.4,0,0.7,0,0.474,0.2,0.2,1,0.2,0.7,0.8,0.3,0.3,0.2,0.8,1.7,3.2
168,Danny Green,SG,35,MEM,3,0,14.3,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0,0,,0.3,1,1.3,0.7,0.3,0,1,2,3
168,Danny Green,SG,35,CLE,3,0,9.3,1,2.7,0.375,1,2.3,0.429,0,0.3,0,0.563,0.3,0.3,1,0,0.3,0.3,0,0.3,0.3,0.7,1.3,3.3
169,Draymond Green,PF,32,GSW,53,53,31.5,3.2,6.2,0.517,0.6,1.8,0.33,2.6,4.4,0.594,0.565,1.1,1.5,0.7,0.9,6.5,7.4,6.8,1,0.8,2.6,3,8.1
170,Jalen Green,SG,20,HOU,54,54,33.9,7.3,17.8,0.409,2.5,7.6,0.333,4.7,10.1,0.467,0.481,4.7,5.9,0.788,0.6,3.4,4,3.6,0.8,0.2,2.9,1.7,21.8
171,JaMychal Green,PF,32,GSW,41,1,14.7,2.4,4.6,0.516,0.7,2,0.349,1.7,2.6,0.645,0.592,0.9,1.2,0.714,1.3,2.6,3.9,1,0.5,0.3,1.1,2,6.3
172,Javonte Green,SG,29,CHI,28,1,16,2.2,3.7,0.587,0.5,1.2,0.382,1.7,2.5,0.686,0.649,1,1.5,0.674,0.9,2,2.9,0.8,0.8,0.7,0.7,1.7,5.9
173,Jeff Green,PF,36,DEN,39,3,19.4,3.1,6.2,0.498,0.4,1.7,0.25,2.6,4.4,0.595,0.533,1.5,2.1,0.707,0.7,1.8,2.5,1.2,0.4,0.3,0.9,1.9,8.1
174,Josh Green,SG,22,DAL,42,10,24.7,3.3,6.1,0.543,1.2,2.9,0.421,2.1,3.2,0.652,0.643,1.4,2,0.714,0.9,1.8,2.7,1.6,0.8,0.1,1,2.6,9.3
175,AJ Griffin,SF,19,ATL,57,11,20.2,3.6,7.6,0.475,1.5,3.7,0.392,2.2,3.9,0.554,0.57,0.5,0.6,0.875,0.5,1.6,2.1,1,0.7,0.1,0.6,1.2,9.2
176,Blake Griffin,C,33,BOS,26,12,14.4,1.8,3.5,0.511,0.7,1.8,0.404,1.1,1.7,0.622,0.614,0.6,0.9,0.625,0.9,2.5,3.4,1.3,0.3,0.2,0.5,1.9,4.9
177,Quentin Grimes,SG,22,NYK,51,46,29.8,3.5,7.9,0.444,1.8,5.2,0.351,1.7,2.7,0.621,0.559,1.1,1.4,0.8,0.8,2.6,3.4,1.9,0.6,0.4,1,2.5,10
178,Rui Hachimura,PF,24,TOT,43,8,24.5,4.9,10.1,0.48,0.9,2.7,0.322,4,7.4,0.539,0.524,1.6,2.2,0.716,0.8,3.8,4.6,1,0.3,0.3,1,1.1,12.2
178,Rui Hachimura,PF,24,WAS,30,0,24.3,5.3,10.8,0.488,1,3,0.337,4.3,7.8,0.545,0.534,1.5,1.9,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13
178,Rui Hachimura,PF,24,LAL,13,8,24.9,3.9,8.5,0.459,0.6,2.2,0.276,3.3,6.3,0.524,0.495,1.8,2.8,0.649,1.3,4.1,5.4,0.6,0.3,0.2,0.5,0.6,10.3
179,Tyrese Haliburton,PG,22,IND,50,50,33.6,7.1,14.8,0.482,2.9,7.2,0.399,4.3,7.7,0.559,0.578,2.7,3.1,0.865,0.6,3,3.7,10.2,1.7,0.4,2.6,1.2,19.8
180,Jordan Hall,SF,21,SAS,9,0,9.2,1,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1,0.778,0.3,1,1.3,1.2,0.1,0,0.8,0.7,3.1
181,R.J. Hampton,PG,21,TOT,27,0,13.6,1.9,4.2,0.439,0.7,2,0.34,1.2,2.3,0.525,0.518,1.1,1.4,0.838,0.3,1.1,1.4,1.3,0.6,0.1,0.8,0.8,5.5
181,R.J. Hampton,PG,21,ORL,26,0,13.9,1.9,4.4,0.439,0.7,2,0.34,1.2,2.3,0.525,0.518,1.2,1.4,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7
181,R.J. Hampton,PG,21,DET,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,0,0,0
182,Tim Hardaway Jr.,SG,30,DAL,56,37,30.1,4.7,12.3,0.38,2.9,7.9,0.36,1.8,4.3,0.417,0.497,1.8,2.3,0.756,0.3,3.3,3.6,1.7,0.7,0.1,0.9,1.6,13.9
183,James Harden,PG,33,PHI,43,43,36.6,6.6,14.6,0.452,2.9,7.3,0.393,3.7,7.3,0.511,0.55,5.6,6.5,0.864,0.5,5.7,6.2,10.7,1.2,0.6,3.4,2,21.6
184,Jaden Hardy,SG,20,DAL,32,0,11.6,2.2,5.1,0.423,0.8,2.3,0.342,1.4,2.8,0.489,0.5,1.3,1.5,0.875,0.1,1.3,1.3,0.8,0.3,0.1,0.8,1.3,6.4
185,Ron Harper Jr.,SF,22,TOR,4,0,3.5,1,1.8,0.571,0.5,1,0.5,0.5,0.8,0.667,0.714,0,0,,0.3,0.3,0.5,0,0,0,0,0,2.5
186,Montrezl Harrell,C,29,PHI,50,7,12.5,2.2,3.7,0.605,0,0,0,2.2,3.7,0.612,0.605,1.2,1.7,0.694,1.2,1.6,2.8,0.6,0.3,0.5,0.6,1.5,5.7
187,Gary Harris,SG,28,ORL,32,26,24.7,3,6.3,0.473,1.9,4.2,0.448,1.1,2.2,0.522,0.621,0.8,0.9,0.893,0.5,1.7,2.2,1.2,0.9,0.2,0.7,2,8.7
188,Joe Harris,SG,31,BRK,53,32,23.5,3,6.7,0.456,2,4.8,0.413,1.1,1.9,0.566,0.605,0.3,0.5,0.625,0.4,2.2,2.5,1.6,0.5,0.2,0.7,2.4,8.3
189,Kevon Harris,SG,25,ORL,27,0,12.4,1.2,2.9,0.416,0.4,1,0.393,0.8,1.8,0.429,0.487,0.8,1,0.815,0.9,1.1,2,0.4,0.5,0.1,0.6,1.3,3.6
190,Tobias Harris,PF,30,PHI,55,55,33.6,6.1,12.3,0.499,1.8,4.7,0.383,4.3,7.6,0.572,0.573,1.4,1.6,0.856,0.9,4.9,5.8,2.5,1,0.5,1.3,2,15.5
191,Josh Hart,SF-SG,27,TOT,56,51,32.8,3.7,7.2,0.515,0.8,2.3,0.344,2.9,4.9,0.594,0.569,1.8,2.4,0.731,1.8,6.1,7.9,3.8,1.1,0.2,1.5,2.6,10
191,Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5
191,Josh Hart,SG,27,NYK,5,0,26.2,5,8.2,0.61,2,3.2,0.625,3,5,0.6,0.732,2.2,3,0.733,1.6,3.8,5.4,2.8,1,0.6,1.2,2.6,14.2
192,Isaiah Hartenstein,C,24,NYK,62,7,19.7,2.2,4.2,0.523,0.1,0.5,0.235,2.1,3.6,0.566,0.538,0.6,0.9,0.755,2.8,3.9,6.7,0.9,0.6,0.8,0.8,2.5,5.2
193,Udonis Haslem,C,42,MIA,6,1,7.7,0.2,2,0.083,0,0.3,0,0.2,1.7,0.1,0.083,0.2,0.3,0.5,0.7,0.7,1.3,0,0.2,0.2,0,1.3,0.5
194,Sam Hauser,PF,25,BOS,59,4,15.6,2.2,4.8,0.458,1.7,4,0.419,0.5,0.8,0.646,0.632,0.2,0.3,0.667,0.4,2.1,2.5,0.7,0.3,0.3,0.3,1.3,6.3
195,Jaxson Hayes,C,22,NOP,34,2,13,1.8,3.4,0.526,0.1,0.8,0.115,1.7,2.6,0.648,0.539,1.2,1.8,0.672,0.9,2,2.9,0.7,0.4,0.3,0.6,1.3,4.8
196,Killian Hayes,PG,21,DET,57,38,26.9,3.8,10.1,0.37,1.2,3.9,0.303,2.6,6.3,0.412,0.428,0.8,1,0.804,0.3,2.4,2.7,5.8,1.3,0.3,2,3,9.5
197,Gordon Hayward,SF,32,CHO,36,36,31.2,5.4,11.5,0.47,1.1,3.2,0.328,4.3,8.3,0.525,0.516,2.6,3.3,0.812,0.8,3.7,4.4,3.6,0.9,0.2,1.9,1.4,14.5
198,Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,0.421,0.4,1.6,0.254,0.7,1.1,0.66,0.496,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1,2.9
199,Willy Hernangómez,C,28,NOP,30,0,12.8,2.6,4.8,0.535,0.1,0.3,0.2,2.5,4.5,0.56,0.542,2.4,3,0.78,1.7,3.4,5.1,0.9,0.4,0.4,1.1,1.7,7.6
200,Tyler Herro,SG,23,MIA,47,47,35.4,7.5,17.2,0.435,3.1,8.2,0.374,4.4,9,0.491,0.524,2.7,2.9,0.92,0.5,5.3,5.7,4.4,0.9,0.3,2.4,1.7,20.7
201,Buddy Hield,SF,30,IND,62,62,32.1,6.1,13.6,0.452,3.8,9,0.425,2.3,4.6,0.507,0.593,1.3,1.5,0.86,0.8,4.1,4.9,2.7,1.2,0.3,1.8,2,17.4
202,Haywood Highsmith,SF,26,MIA,44,9,19.4,1.8,4.3,0.426,0.8,2.3,0.356,1,2,0.506,0.521,0.3,0.5,0.458,1,2.7,3.7,0.7,0.8,0.3,0.8,1.6,4.8
203,George Hill,PG,36,TOT,36,0,18.8,1.6,3.7,0.447,0.6,2.1,0.311,1,1.6,0.621,0.534,0.9,1.3,0.739,0.4,1.5,1.9,2.5,0.6,0.1,0.8,1.1,4.9
203,George Hill,PG,36,MIL,35,0,19.1,1.7,3.8,0.447,0.7,2.1,0.311,1,1.7,0.621,0.534,1,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5
203,George Hill,PG,36,IND,1,0,10,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,0,0,0
204,Malcolm Hill,SF,27,CHI,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,,0,0.6,0.6,0,0,0,0,0.2,1
205,Aaron Holiday,PG,26,ATL,51,5,14.3,1.5,3.7,0.415,0.6,1.5,0.413,0.9,2.2,0.416,0.497,0.5,0.5,0.857,0.4,0.9,1.3,1.3,0.5,0.2,0.6,1.3,4.1
206,Jrue Holiday,PG,32,MIL,49,47,33,7.5,16,0.469,2.5,6.4,0.384,5,9.6,0.526,0.546,2.4,2.8,0.859,1.2,4,5.2,7.1,1.3,0.4,3,1.9,19.8
207,Justin Holiday,SG,33,TOT,30,1,15.4,1.8,4.6,0.401,1.2,3.3,0.378,0.6,1.3,0.462,0.536,0,0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.4,4.9
207,Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0,0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5
207,Justin Holiday,SG,33,DAL,2,1,25,3.5,6,0.583,3.5,5.5,0.636,0,0.5,0,0.875,0,0,,0,1,1,1,1,1.5,0,2.5,10.5
208,Richaun Holmes,C,29,SAC,34,1,8.9,1.4,2,0.681,0.1,0.1,0.75,1.3,1.9,0.677,0.703,0.4,0.5,0.824,0.7,1.4,2.1,0.1,0.1,0.3,0.4,1.3,3.3
209,Al Horford,C,36,BOS,47,47,30.8,3.5,7.4,0.47,2.1,4.9,0.43,1.4,2.6,0.545,0.61,0.3,0.4,0.722,1.2,5,6.2,2.7,0.5,0.9,0.6,2,9.3
210,Talen Horton-Tucker,SG,22,UTA,48,3,17.1,2.8,7.1,0.4,0.7,2.7,0.266,2.1,4.4,0.481,0.45,1.4,1.9,0.753,0.5,2.2,2.6,3,0.6,0.5,1.4,1.6,7.8
